complaint,incident_date,county,incident_zip,complaint_type,complaint_description,recieved_date,incident_status_desc,incident_closed_date
120272,2022-11-30,Baltimore City,,Fugitive Dust/Particulate Matter,A contractor is renovating a business next door creating dust with no precautions.,2022-11-30,Incident Closed-Managed,2022-12-14
120271,2022-11-27,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-12-27,Incident Closed-Managed,2022-12-14
120270,2022-12-23,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-12-23,Incident Closed-Managed,2022-12-14
120268,2022-11-21,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-12-21,Incident Closed-Managed,2022-12-14
120263,2022-12-09,Allegany,21502,"Abandoned Drums/Tanks, Oil Release/Spill",Leaking Fuel Tank,2022-12-09,Referred to LMA,
120262,2022-12-09,Washington,21783,Open Burning,Open Burning,2022-12-09,Referred to Outside Agency,
120257,2022-12-11,Dorchester,21835,Open Burning,Open burning creating black smoke.,2022-12-12,Incident Closed-Managed,2023-01-19
120254,2022-11-29,Washington,21750,Other,Autobody-Improper Ventilation,2022-11-29,Incident Closed - No further action,2024-01-31
120248,2022-11-29,Washington,21750,Suspected Operation without Permit,Illegal Autobody,2022-11-29,Incident Closed - No further action,2024-02-05
120238,2022-12-01,Dorchester,21613,Odor,Odor from material spread on farm field,2022-12-01,Referred to Outside Agency,
120235,,Baltimore,,ARA AQCP non-regulated entity,Indoor air quality from heating and AC units,2022-11-30,Incident Closed - No further action,2022-12-06
120231,2022-11-29,Cecil,,"Fumes, Open Burning",Neighbor is burning rubber products,2022-11-29,Incident Closed - No further action,2022-12-02
120227,,Baltimore,,Other,Indoor air quality issues from heating and AC.,2022-11-28,Incident Not Applicable to MDE,
120226,2022-11-22,Dorchester,21613,Open Burning,Open burning of landscaping business debris creating a nuisance.,2022-11-22,Incident Closed-Managed,2022-12-28
120225,2022-11-29,Prince George's,,Other,concern of apartment after a fire outbreak,2022-11-29,Incident Closed-Managed,2022-11-30
120223,,Baltimore,,Fumes,Car engine shop is creating fumes,2022-11-23,Incident Closed - No further action,2023-02-23
120219,2022-11-23,Anne Arundel,,Air,Odor from a wood craft vendor at the Craft Fair.,2022-11-28,Incident Closed-No Violation Observed,2022-11-28
120218,2022-11-22,Anne Arundel,21032,Air,Freon releases from HVAC equipment.,2022-11-28,Incident Closed - No further action,2022-11-28
120217,2022-11-22,Anne Arundel,,Air,Odor from wood craft cutting inside building #12 at the Christmas Craft fair.,2022-11-28,Incident Closed-No Violation Observed,2022-11-28
120216,2022-11-21,Anne Arundel,21032,Air,Freon releases from HVAC equipment.,2022-11-28,Incident Closed - No further action,2022-11-28
120215,2022-11-21,Anne Arundel,21032,Air,Freon releases from HVAC equipment.,2022-11-28,Incident Closed - No further action,2022-11-28
120214,2022-11-23,Dorchester,21631,Odor,Odor from burning trash creating a nuisance on a regular basis.,2022-11-23,Incident Closed-No Violation Observed,2022-11-29
120213,,Baltimore,,Fumes,Car engine shop is creating fumes,2022-11-22,Incident Closed - No further action,2023-02-23
120211,2022-11-11,Dorchester,21835,Odor,Odor Complaint,2022-11-11,Incident Closed - No further action,2022-11-11
120210,2022-11-18,Queen Anne's,21658,Odor,Smoke and chemical odor,2022-11-18,Incident Closed - No further action,2022-11-21
120209,2022-11-16,Dorchester,21643,Odor,bad odors,2022-11-16,Incident Closed-No Violation Observed,2022-11-18
120207,2022-11-17,Montgomery,,"Air, Fumes, Odor",Concerned with the amount of lawn care equipment operated by company. Odors related to fuel.,2022-11-17,Referred to Outside Agency,
120205,2022-10-31,Baltimore,21219,Fugitive Dust/Particulate Matter,Caller described dust escaping from top of baghouse of lime silo at DAP Products during lime delivery.,2022-11-01,Incident Closed-Managed,2024-01-04
120204,2022-11-16,Montgomery,,"Air, Other",Mold/ mildew inside home,2022-11-16,Incident Closed - No further action,2022-11-18
120201,2022-11-11,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-11-11,Incident Closed-Managed,2022-11-17
120200,2022-11-10,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-11-10,Incident Closed-Managed,2022-11-17
120199,2022-11-06,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-11-06,Incident Closed-Managed,2022-11-17
120198,2022-11-05,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-11-05,Incident Closed-Managed,2022-11-17
120197,2022-11-04,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-11-04,Incident Closed-Managed,2022-11-17
120190,2022-11-15,Anne Arundel,,Air,Smoke from open burning reaching homeowner's residence.,2022-11-16,Incident Closed - No further action,2022-11-16
120189,2022-11-15,Frederick,,Air,Dust from cutting masonry bricks without wet suppression.,2022-11-16,Incident Closed - No further action,2022-11-16
120188,2022-11-08,Cecil,21917,"Air, Odor",Severe odors emanating from Kilby Farm,2022-11-08,Referred to Outside Agency,
120186,2022-11-06,Cecil,21917,"Air, Odor",Severe odors emanating from Kilby Farm in Rising Sun,2022-11-06,Referred to Outside Agency,
120184,2022-11-10,Dorchester,21659,Fumes,Exhaust fumes from tractor trailer right next to home.,2022-11-10,Referred to Outside Agency,
120183,2022-11-14,Anne Arundel,,Air,Dust from crushing & screening from Tolson Rubblefill.  Residence in close proximity to activity.  Requests activity to be moved to different location at site and to  plant some evergreen trees.,2022-11-14,Incident Closed-No Violation Observed,2022-11-15
120179,,Baltimore,,Odor,Odor of burning tires,2022-11-09,Incident Closed - No further action,2022-11-15
120178,,Baltimore,21222,Fumes,Car engine shop is creating fumes.,2022-11-09,Incident Closed - No further action,2023-02-23
120175,2022-11-07,Somerset,21817,Open Burning,Neighbor burning leaves too close to other homes.,2022-11-07,Incident Closed-No Violation Observed,2022-11-08
120172,2022-11-07,Frederick,,Air,Chemical odor inside her house.,2022-11-08,Incident Closed-No Violation Observed,2022-11-10
120170,2022-11-07,Anne Arundel,,Air,Dark smoke from open burning in yard.,2022-11-07,Under Investigation,
120168,2022-10-28,Howard,,Other,concern of visible emission from a burger king restaurant,2022-10-28,Incident Closed-Managed,2022-11-07
120167,2022-10-25,Carroll,21074,"Air, Other","Concerned with practices at site, including a specific adhesive used",2022-10-25,Incident Closed-Managed,2022-11-09
120164,2022-11-03,Frederick,,Air,Dust from sandblasting and spray painting vehicles at the Grables Commercial Painting.,2022-11-04,Under Investigation,
120163,2022-11-04,Frederick,,Air,Dust from sandblasting and painting vehicles at Grables Commercial Painting.,2022-11-04,Under Investigation,
120158,2022-11-02,Anne Arundel,,Air,"Smoke from open burning of trash, other items in yard.",2022-11-03,Under Investigation,
120157,2022-10-26,Anne Arundel,,Air,Unknown.  Called/no answer.,2022-11-03,Incident Closed-No Violation Observed,2022-11-03
120156,2022-10-20,Frederick,,Air,Smoke from neighbor's wood burning stove.,2022-11-03,Incident Closed - No further action,2022-11-03
120155,2022-09-27,Baltimore,21222,Odor,Very strong sulfur odor in the area around American Yeast.,2022-09-27,Incident Closed-Managed,2022-09-27
120152,2022-10-30,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-10-30,Incident Closed-Managed,2022-11-02
120151,2022-10-29,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-10-29,Incident Closed-Managed,2022-11-02
120149,2022-10-22,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-10-22,Incident Closed-Managed,2022-11-02
120148,2022-10-21,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-10-21,Incident Closed-Managed,2022-11-02
120147,2022-10-27,Montgomery,20852,"Air, Fumes, Odor",Company (DPS Automotive) is spray painting vehicles at their facility and paint fumes are being released into the air.,2022-10-27,Incident Closed-Managed,2023-04-27
120146,2022-10-21,Baltimore City,,ARA AQCP non-regulated entity,Mold remediation occurred and wants an inspection to verify all has been removed.,2022-10-21,Incident Closed - No further action,2022-11-02
120145,2022-10-16,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-10-16,Incident Closed-Managed,2022-11-02
120144,2022-10-15,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-10-15,Incident Closed-Managed,2022-11-02
120143,2022-10-14,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-10-14,Incident Closed-Managed,2022-11-02
120142,2022-10-12,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-10-12,Incident Closed-Managed,2022-11-02
120141,2022-10-11,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-10-11,Incident Closed-Managed,2022-11-02
120140,2022-10-31,Worcester,21851,Open Burning,Burning plastics in a fire pit and creating a nuisance.,2022-11-01,Incident Closed-No Violation Observed,2022-11-01
120138,,Not Yet Determined,,Other,Request for information,2022-10-28,Incident Not Applicable to MDE,
120137,,Not Yet Determined,,Fugitive Dust/Particulate Matter,Cement van creating dust?,2022-10-28,Incident Closed-Managed,2022-11-01
120134,2022-10-22,Worcester,21851,Fugitive Dust/Particulate Matter,Dust from dragging race track without water,2022-10-24,Incident Closed-Managed,2022-11-02
120134,2022-10-22,Worcester,21851,Fugitive Dust/Particulate Matter,Dust from dragging race track without water,2022-10-24,Incident Closed-Managed,2022-11-02
120119,,Baltimore,,Odor,Cinnamon and Cumin odors in Timonium.,2022-10-21,Incident Closed - No further action,2022-10-24
120110,2022-10-19,Anne Arundel,,Air,Smoke from open burning,2022-10-20,Incident Closed-Managed,2022-10-20
120109,2022-10-18,Anne Arundel,,Air,Indoor air concerns.,2022-10-20,Incident Closed-No Violation Observed,2022-10-20
120108,,Harford,,Smoke,Open burning,2022-10-19,Incident Closed - No further action,2022-10-20
120107,,Harford,21050,Air Pollutant Release,Venting freon,2022-10-18,Referred to Outside Agency,
120104,2022-10-17,Prince George's,,Other,concerns of open burning and lotsa work on cars,2022-10-17,Incident Closed-Managed,2022-10-19
120102,2022-10-15,Baltimore,21228,Smoke,Smoke from crematory stack,2022-10-17,Incident Closed-No Violation Observed,2022-11-01
120101,,Baltimore,,Fugitive Dust/Particulate Matter,Dust from builder,2022-10-14,Incident Closed-No Violation Observed,2022-10-19
120100,2022-10-17,Frederick,,Air,Dust from sandblasting vehicles.,2022-10-17,Under Investigation,
120088,,Baltimore,21030,Other,Painting without a booth,2022-10-07,Incident Closed-No Violation Observed,2022-10-12
120085,,Baltimore,,Air Pollutant Release,Refrigerant release,2022-10-07,Referred to Outside Agency,
120082,2022-09-15,Carroll,21797,"Air, Fumes, Odor",Auto body shop being operated out of residence. The site is paint spraying vehicles.,2022-09-15,Referred to Outside Agency,
120080,2022-10-06,Baltimore City,,ARA AQCP non-regulated entity,He has a question about a mold report.,2022-10-06,Incident Closed - No further action,2022-10-07
120078,2022-09-30,Baltimore City,,Smoke,Neighbor is using an outdoor grill in an enclosed patio causing smoke to be created between 10PM – 3AM.,2022-09-30,Incident Closed-Managed,2022-10-07
120077,2022-09-30,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-30,Incident Closed-Managed,2022-10-07
120076,2022-09-28,Baltimore City,,Smoke,Neighbor is using an outdoor grill in an enclosed patio causing smoke to be created between 10PM – 3AM.,2022-09-28,Incident Closed-Managed,2022-10-07
120075,2022-09-21,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-21,Incident Closed-Managed,2022-10-07
120074,2022-09-17,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-17,Incident Closed-Managed,2022-10-07
120071,2022-10-06,Anne Arundel,,Air,Smoke from burning yard brush in fire in neighbor's yard.,2022-10-07,Incident Closed-Managed,2022-10-13
120067,2022-10-03,Carroll,21048,"Air, Air Pollutant Release",Company is improperly disposing of refrigerants. Employees do not have required refrigerant certifications.,2022-10-03,Referred to Outside Agency,
120066,2022-10-05,Montgomery,,"Air, Fugitive Dust/Particulate Matter",Roofing dust/ material inside home from skylight install. Concerned with type of material in dust.,2022-10-05,Incident Closed - No further action,2022-10-05
120058,2022-09-28,Anne Arundel,,Air,Complainant detects odor inside his house.,2022-10-03,Incident Closed-No Violation Observed,2022-10-03
120057,2022-09-28,Frederick,,Air,Smoke from truck driving on road. Smoke can be detected from their property.,2022-10-03,Incident Closed - No further action,2022-10-03
120056,2022-09-29,Wicomico,21801,Fugitive Dust/Particulate Matter,Dust from sandblasting and solvent odor creating a nuisance off site.,2022-09-29,Incident Closed-No Violation Observed,2022-10-04
120049,,Baltimore,,Fumes,Neighbor is burning,2022-09-28,Incident Closed-Managed,2022-09-29
120048,,Baltimore,,Fumes,Neighbor is open burning.,2022-09-27,Incident Closed-Managed,2022-09-28
120047,2022-09-16,Washington,21740,Lead Paint Poisoning Complaint,Lead Paint,2022-09-16,Referred to LMA,
120043,2022-09-15,Garrett,,Open Burning,Open Burning,2022-09-15,Incident Closed - No further action,2022-09-27
120042,2022-09-26,Frederick,,Air,Blasting rocks in the field next to 5929 Meadow Road.  Medical facilities to be built. Water suppression started to be used last week.  Dust issue began in August of 2022,2022-09-26,Incident Closed-No Violation Observed,2022-10-06
120040,,Harford,,Fugitive Dust/Particulate Matter,Fugitive dust from a nearby construction site.,2022-09-23,Incident Closed-No Violation Observed,2022-09-26
120037,2022-09-21,Howard,,Other,concern of air conditioner use in Howard county public school,2022-09-21,Incident Closed-Managed,2022-09-26
120036,,Baltimore,,Fumes,Neighbor is cleaning their roof,2022-09-23,Incident Closed-Managed,2022-09-23
110035,2022-09-14,Allegany,21502,Drinking Water,Water Supply Contamination,2022-09-14,Referred to WMA,
110033,2022-09-22,Frederick,,Air,Dust from sandblasting.  Sanding vehicle inside building.  Dust exiting building and creating dust cloud outside.,2022-09-22,Incident Closed-Managed,2022-09-22
110032,,Baltimore,21220,Other,Painting outside.,2022-09-20,Incident Closed-Managed,2022-10-04
110031,2022-09-21,Frederick,,Air,Dust from sandblasting.  Vehicle sandblasted inside of building and dust going outside.,2022-09-22,Incident Closed-Managed,2022-09-22
110029,2022-09-16,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-16,Incident Closed-Managed,2022-09-20
110028,2022-09-12,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-12,Incident Closed-Managed,2022-09-20
110027,2022-09-11,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-11,Incident Closed-Managed,2022-09-20
110026,2022-09-10,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-10,Incident Closed-Managed,2022-09-20
110025,2022-09-09,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-09,Incident Closed-Managed,2022-09-20
110024,2022-09-08,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-08,Incident Closed-Managed,2022-09-20
110023,2022-09-06,Baltimore City,,Odor,She smells sewage from nearby school.,2022-09-06,Incident Closed-Managed,2022-09-20
110022,2022-09-07,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-07,Incident Closed-Managed,2022-09-20
110021,2022-09-06,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-06,Incident Closed-Managed,2022-09-20
110020,2022-09-05,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-05,Incident Closed-Managed,2022-09-20
110019,2022-09-04,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-04,Incident Closed-Managed,2022-09-20
110018,2022-09-03,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-03,Incident Closed-Managed,2022-09-20
110017,2022-09-02,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-09-02,Incident Closed-Managed,2022-09-20
110016,2022-08-29,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-08-29,Incident Closed-Managed,2022-09-20
110015,2022-08-28,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-08-28,Incident Closed-Managed,2022-09-20
110014,2022-08-27,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-08-27,Incident Closed-Managed,2022-09-20
110013,2022-08-21,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-08-21,Incident Closed-Managed,2022-09-20
110012,2022-08-18,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-08-18,Incident Closed-Managed,2022-09-20
110011,2022-09-20,Caroline,,Odor,Bad odors from chicken or pig farm for several months.,2022-09-20,Incident Not Applicable to MDE,
110010,2022-09-20,Worcester,21851,Smoke,Nuisance smoke from neighbor burning in a fire pit.,2022-09-20,Incident Closed-Managed,2022-09-20
110009,2022-09-01,Somerset,21853,Open Burning,Smoke from open burning blowing onto elementary school.,2022-09-02,Incident Closed-No Violation Observed,2022-09-02
110003,2022-09-19,Frederick,21757,Air,Dust from sandblasting commercial vehicles and parts outside.  Department notified of dust occurring today.,2022-09-19,Incident Closed-Managed,2022-09-19
109998,2022-09-15,Anne Arundel,,Air,Burning of leaves in backyard firepit creating smoke.,2022-09-15,Incident Closed-Managed,2022-09-15
109996,2022-09-14,Howard,,Other,glue like odor from apartment building in Hanover,2022-09-14,Incident Closed-Managed,2022-09-14
109994,2022-09-09,Howard,21075,Other,Emission coming off the asphalt plant,2022-09-09,Incident Closed-Managed,2022-09-14
109987,2022-08-18,Washington,21742,Fugitive Dust/Particulate Matter,"Complaints of Fugitive Dusting at Holcim Hagerstown Plant. See ""CIN20220002 Holcim Complaint Inspection - 8/29/2022"" for a report that describes the complaints and the complaint response by MDE.",2022-08-21,Referred to ARA,
109981,2022-09-12,Frederick,21757,Air,Overspray from sandblasting and painting.  Dust escaping building.,2022-09-12,Incident Closed-Managed,2022-11-01
109975,2022-09-08,Montgomery,,"Air, Fumes, Odor",Concerns regarding indoor air quality in newly built home,2022-09-08,Incident Closed - No further action,2022-09-09
109967,2022-09-07,Prince George's,20787,Other,painting without paintbooth,2022-09-07,Incident Closed-Managed,2022-09-07
109966,2022-09-02,Prince George's,20787,Other,painting without paint booth,2022-09-02,Incident Closed-Managed,2022-10-12
109965,2022-08-27,Dorchester,21835,Odor,Odor Complaint,2022-09-07,Incident Closed - No further action,2022-08-27
109964,2022-09-06,Prince George's,,Other,Mold and rodent infestation in apartment,2022-09-06,Incident Closed-Managed,2022-09-07
109963,2022-09-01,Anne Arundel,21226,Odor,Odor Complaint,2022-09-01,Incident Closed - No further action,2022-09-01
109957,2022-09-01,Anne Arundel,,Air,Odor from cat urine in townhouse neighborhood.,2022-09-02,Incident Closed - No further action,2022-09-02
109955,2022-08-29,Montgomery,20910,Waste,Barrels of unknown chemical stored outside of closed dry cleaning shop,2022-08-29,Referred to LMA,
109945,2022-08-25,Allegany,21502,Open Burning,Open Burning,2022-08-25,Incident Closed - No further action,2024-01-31
109944,2022-08-24,Allegany,26726,Smoke,Smoke,2022-08-24,Referred to Outside Agency,
109941,2022-08-21,Dorchester,21835,Odor,Odor Complaint,2022-08-29,Incident Closed - No further action,2022-08-21
109940,2022-08-20,Dorchester,21835,Odor,Odor Complaint,2022-08-29,Incident Closed - No further action,2022-08-20
109935,2022-08-26,Anne Arundel,,Air,Smoke from burning leaves and tree branches.,2022-08-29,Incident Closed-Managed,2022-08-29
109919,2022-08-19,Prince George's,20785,Other,strong odor industrial smell in Cheverly area,2022-08-19,Incident Closed-Managed,2022-08-31
109910,,Baltimore,,Other,Water Issue,2022-08-19,Incident Closed-Managed,2022-08-23
109903,2022-08-16,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-08-16,Incident Closed-Managed,2022-08-19
109902,2022-08-15,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-08-15,Incident Closed-Managed,2022-08-19
109901,2022-08-14,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-08-14,Incident Closed-Managed,2022-08-19
109900,2022-08-04,Baltimore,,Air,Air indoors is making her feel dizzy.,2022-08-04,Incident Closed - No further action,2022-08-19
109899,2022-08-03,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-08-03,Incident Closed-Managed,2022-08-19
109898,2022-07-29,Baltimore City,,Odor,That auto repair shop is causing odors.,2022-07-29,Incident Closed-Managed,2022-08-19
109896,2022-08-11,Prince George's,,Other,concerns of mold issue at workplace,2022-08-11,Incident Closed-Managed,2022-08-19
99896,2022-08-16,Montgomery,,"Air, Fumes, Odor",Indoor air quality concerns,2022-08-16,Incident Closed - No further action,2022-08-18
99893,2022-08-10,Carroll,21158,Open Burning,Neighbor open burning of trash,2022-08-10,Referred to Outside Agency,
99879,2022-08-11,Montgomery,20905,"Air, Fumes, Odor",Body shop is being operated out of home. Cars being painted.,2022-08-11,Referred to Outside Agency,
99876,,St. Mary's,,Smoke,Neighbor is burning,2022-08-10,Incident Closed - No further action,2022-08-12
99868,2022-08-08,Washington,21740,Fugitive Dust/Particulate Matter,Dust from Construction Site,2022-08-08,Incident Closed-Managed,2022-10-24
99867,2022-08-05,Allegany,21532,Sediment/ Stormwater Problem,Sediment/Erosion Issue @ Construction Site,2022-08-05,Referred to WMA,
99863,2022-08-08,Worcester,21851,Fugitive Dust/Particulate Matter,Dust from dragging race track without using a water truck.,2022-08-08,Under Investigation,
99862,2022-07-28,Worcester,21851,Fugitive Dust/Particulate Matter,Dust from dragging race track without using a water truck.,2022-07-28,Under Investigation,
99845,2022-07-22,Anne Arundel,,Air,Odor from neighbor smoking in his shed that is close to his property line.,2022-08-05,Incident Closed-No Violation Observed,2022-08-01
99843,2022-07-26,Dorchester,21835,Odor,Odor Complaint,2022-08-04,Incident Closed - No further action,2022-07-26
99842,2022-07-16,Dorchester,21835,Odor,Odor Complaint,2022-08-04,Incident Closed - No further action,2022-07-16
99841,2022-07-16,Dorchester,21835,Odor,Odor Complaint,2022-08-04,Incident Closed - No further action,2022-07-16
99826,2022-07-22,Allegany,21532,Fugitive Dust/Particulate Matter,Dust from Gas Line Replacement Project,2022-07-22,Incident Closed-Managed,2022-10-24
99816,2022-07-22,Baltimore City,,Air,"That there is an air quality issue in his area the last few days, not sure if it is weather related.",2022-07-22,Incident Closed-Managed,2022-07-29
99815,2022-07-17,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-07-17,Incident Closed-Managed,2022-07-29
99814,2022-07-15,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-07-15,Incident Closed-Managed,2022-07-29
99813,2022-07-27,Baltimore,,Fumes,Air quality in apartment from carpeting.,2022-07-27,Incident Not Applicable to MDE,
99801,2022-07-12,Montgomery,,"Air, Open Burning",Questions/ Concerns regarding neighbor's fire pit.,2022-07-12,Referred to Outside Agency,
99799,2022-06-21,Montgomery,20902,"Air, Fumes",Unknown chemical outside of home is causing severe health issues.,2022-07-18,Referred to Outside Agency,
99798,2022-07-25,Prince George's,,Other,Question about air vents,2022-07-25,Incident Closed-Managed,2022-07-25
99791,2022-07-17,Baltimore City,21224,Odor,Odor Complaint,2022-07-25,Incident Closed - No further action,2022-07-17
99786,2022-07-18,Baltimore,21222,Odor,Odor in area around Beachwood Road,2022-07-21,Incident Closed-Managed,2023-02-13
99785,2022-06-29,Montgomery,20852,"Air, Fumes, Odor",paint booth does not have proper safety requirements and ventilation,2022-07-18,Incident Closed-Managed,2022-07-20
99784,2022-06-12,Montgomery,20852,"Air, Fumes, Odor",Paint booth is not vented and is affecting other tenants,2022-07-18,Incident Closed-Managed,2022-07-20
99783,2022-07-10,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-07-10,Incident Closed-Managed,2022-07-20
99782,2022-07-09,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-07-09,Incident Closed-Managed,2022-07-20
99781,2022-07-08,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-07-08,Incident Closed-Managed,2022-07-20
99780,2022-07-06,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-07-06,Incident Closed-Managed,2022-07-20
99779,2022-06-28,Prince George's,,Other,loud noise in the Cheverly area,2022-06-28,Referred to Outside Agency,
99778,2022-07-18,Prince George's,,Other,strong gasoline smell in the area,2022-07-18,Referred to Outside Agency,
99772,2022-06-05,Worcester,21851,Fugitive Dust/Particulate Matter,Dust from dragging horse track.,2022-07-18,Incident Closed-Managed,2022-07-26
99771,2022-06-05,Worcester,,Fugitive Dust/Particulate Matter,Dust from dragging horse track,2022-07-19,Under Investigation,
99769,2022-07-19,Anne Arundel,21122,Air,Spray paint overspray.  No ground or air containment.  Containers and fuel cans not properly stored.,2022-07-19,Incident Closed-No Violation Observed,2022-07-19
99765,2022-07-13,Allegany,21562,Asbestos Complaint,Asbestos in Building,2022-07-18,Referred to ARA,
99764,2022-07-15,Anne Arundel,,Air,"HVAC Company discarding AC units, wrapped in camo tarps in the woods and fluids leaking.  Streams nearby.",2022-07-18,Incident Closed - No further action,2022-07-15
99760,2022-07-13,Allegany,,Other,Wants CO Detectors,2022-07-13,Incident Closed - No further action,2022-07-15
99759,2022-07-13,Garrett,21531,Open Burning,Open Burning House Debris,2022-07-13,Referred to Outside Agency,
99757,2022-07-29,Allegany,21562,Fugitive Dust/Particulate Matter,Fugitive Material from Tire Recycling Facility,2022-06-29,Incident Closed - No further action,2022-07-15
99756,2022-06-27,Allegany,21532,Other,Unknown,2022-06-27,Incident Closed - No further action,2022-07-15
99744,,Anne Arundel,,Air,Air Quality,2022-07-13,Incident Closed - No further action,2022-07-13
99730,2022-07-08,Anne Arundel,21077,Air,Burning loads of construction & demolition debris.,2022-07-11,Incident Closed-Managed,2022-07-13
99721,2022-07-07,Howard,,Other,complainant making inquiry about idling law in Maryland,2022-07-07,Incident Closed-Managed,2022-07-08
99706,2022-05-29,Baltimore,21222,Odor,Odor in area around American Yeast on Beachwood Road,2022-05-29,Incident Closed-Managed,2023-02-13
99705,2022-05-28,Baltimore,21222,Odor,Odor in area around American Yeast on Beachwood Road,2022-05-28,Incident Closed-Managed,2023-02-13
99704,2022-05-27,Baltimore,21222,Odor,Odor in area around American Yeast plant on Beachwood Road.,2022-05-27,Incident Closed-Managed,2023-02-13
99703,2022-07-05,Anne Arundel,21108,Air,Cat urine odor from neighbor's house.,2022-07-06,Incident Closed-No Violation Observed,2022-07-06
99702,2022-07-05,Anne Arundel,21108,Air,Cat urine odor from neighbor's house.,2022-07-06,Incident Closed-No Violation Observed,2022-07-06
99671,2022-06-14,Baltimore City,21224,Odor,Odor Complaint,2022-06-27,Incident Closed - No further action,2022-06-14
99670,2022-06-13,Baltimore City,21224,Odor,Odor Complaint,2022-06-27,Incident Closed - No further action,2022-06-13
99652,2022-06-15,Anne Arundel,21225,Air,Open burning leaves.,2022-06-21,Incident Closed - No further action,2022-06-21
99651,2022-06-14,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-06-14,Incident Closed-Managed,2022-06-21
99650,2022-06-12,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-06-12,Incident Closed-Managed,2022-06-21
99649,2022-06-11,Baltimore City,,Odor,He smells an industrial odor in the residential neighborhood.,2022-06-11,Incident Closed-Managed,2022-06-21
99648,2022-06-15,Anne Arundel,,Air,Open burning of leaves at neighbor's yard.,2022-06-21,Incident Closed - No further action,2022-06-21
99643,2022-06-15,Allegany,21502,Fugitive Dust/Particulate Matter,Dust From Demolition Project and Crusher on Site,2022-06-15,Incident Closed - No further action,2024-01-31
99635,2022-06-16,Somerset,21824,Odor,Odors from waterman spraying crab pots,2022-06-16,Referred to Outside Agency,
99563,2022-06-09,Montgomery,,"Air, Air Pollutant Release",Employer is allowing refrigerant release and also providing unsafe working conditions.,2022-06-09,Referred to Outside Agency,
